sample_size,population_full,methodology,candidate_name,candidate_party,pct
1129,lv,IVR,Joseph R. Biden Jr.,DEM,49.2
1129,lv,IVR,Donald Trump,REP,44.2
1129,lv,IVR,Jo Jorgensen,LIB,1.7
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
885,v,IVR/Text,Joseph R. Biden Jr.,DEM,44.0
885,v,IVR/Text,Donald Trump,REP,50.0
891,v,IVR/Text,Joseph R. Biden Jr.,DEM,54.0
891,v,IVR/Text,Donald Trump,REP,41.0
722,v,IVR/Text,Joseph R. Biden Jr.,DEM,46.0
722,v,IVR/Text,Donald Trump,REP,45.0
1118,v,IVR/Text,Joseph R. Biden Jr.,DEM,47.0
1118,v,IVR/Text,Donald Trump,REP,48.0
962,v,IVR/Text,Joseph R. Biden Jr.,DEM,53.0
962,v,IVR/Text,Donald Trump,REP,42.0
917,v,IVR/Text,Joseph R. Biden Jr.,DEM,45.0
917,v,IVR/Text,Donald Trump,REP,50.0
884,v,IVR/Text,Joseph R. Biden Jr.,DEM,49.0
884,v,IVR/Text,Donald Trump,REP,46.0
1006,lv,IVR/Online,Joseph R. Biden Jr.,DEM,48.0
1006,lv,IVR/Online,Donald Trump,REP,45.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
735,lv,IVR/Live Phone,Joseph R. Biden Jr.,DEM,46.8
735,lv,IVR/Live Phone,Donald Trump,REP,48.4
735,lv,IVR/Live Phone,Jo Jorgensen,LIB,1.2
1401,lv,Online,Joseph R. Biden Jr.,DEM,51.0
1401,lv,Online,Donald Trump,REP,41.0
1156,lv,Online,Joseph R. Biden Jr.,DEM,48.0
1156,lv,Online,Donald Trump,REP,42.0
1211,lv,Online,Joseph R. Biden Jr.,DEM,45.0
1211,lv,Online,Donald Trump,REP,46.0
811,lv,Online,Joseph R. Biden Jr.,DEM,49.0
811,lv,Online,Donald Trump,REP,37.0
811,lv,Online,Jo Jorgensen,LIB,1.0
811,lv,Online,Howie Hawkins,GRE,1.0
742,lv,Online,Joseph R. Biden Jr.,DEM,45.0
742,lv,Online,Donald Trump,REP,35.0
742,lv,Online,Jo Jorgensen,LIB,2.0
742,lv,Online,Howie Hawkins,GRE,0.0
742,lv,Online,Kanye West,IND,2.0
873,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
873,rv,Live Phone,Donald Trump,REP,45.0
880,rv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
880,rv,Live Phone,Donald Trump,REP,46.0
927,rv,Live Phone,Joseph R. Biden Jr.,DEM,52.0
927,rv,Live Phone,Donald Trump,REP,40.0
888,lv,Live Phone/Online,Joseph R. Biden Jr.,DEM,50.0
888,lv,Live Phone/Online,Donald Trump,REP,38.0
425,lv,Live Phone/Online,Joseph R. Biden Jr.,DEM,55.0
425,lv,Live Phone/Online,Donald Trump,REP,35.0
449,lv,Live Phone/Online,Joseph R. Biden Jr.,DEM,45.0
449,lv,Live Phone/Online,Donald Trump,REP,42.0
1218,v,IVR/Text,Joseph R. Biden Jr.,DEM,52.0
1218,v,IVR/Text,Donald Trump,REP,42.0
1932,rv,Online,Joseph R. Biden Jr.,DEM,55.0
1932,rv,Online,Donald Trump,REP,45.0
1786,lv,Online,Joseph R. Biden Jr.,DEM,55.0
1786,lv,Online,Donald Trump,REP,45.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
1516,lv,Online,Joseph R. Biden Jr.,DEM,44.0
1516,lv,Online,Donald Trump,REP,40.0
1516,lv,Online,Jo Jorgensen,LIB,5.0
1516,lv,Online,Howie Hawkins,GRE,2.0
811,lv,Online,Joseph R. Biden Jr.,DEM,43.0
811,lv,Online,Donald Trump,REP,43.0
811,lv,Online,Jo Jorgensen,LIB,3.0
811,lv,Online,Howie Hawkins,GRE,2.0
805,lv,Online,Joseph R. Biden Jr.,DEM,43.0
805,lv,Online,Donald Trump,REP,41.0
805,lv,Online,Jo Jorgensen,LIB,4.0
805,lv,Online,Howie Hawkins,GRE,1.0
809,lv,Online,Joseph R. Biden Jr.,DEM,44.0
809,lv,Online,Donald Trump,REP,43.0
809,lv,Online,Jo Jorgensen,LIB,4.0
809,lv,Online,Howie Hawkins,GRE,2.0
809,lv,Online,Joseph R. Biden Jr.,DEM,44.0
809,lv,Online,Donald Trump,REP,40.0
809,lv,Online,Jo Jorgensen,LIB,4.0
809,lv,Online,Howie Hawkins,GRE,2.0
625,lv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
625,lv,Live Phone,Donald Trump,REP,46.0
858,lv,Online,Joseph R. Biden Jr.,DEM,46.0
858,lv,Online,Donald Trump,REP,38.0
858,lv,Online,Jo Jorgensen,LIB,2.0
858,lv,Online,Howie Hawkins,GRE,1.0
858,lv,Online,Kanye West,IND,2.0
796,lv,IVR/Online,Joseph R. Biden Jr.,DEM,50.0
796,lv,IVR/Online,Donald Trump,REP,42.0
754,lv,IVR/Online,Joseph R. Biden Jr.,DEM,51.0
754,lv,IVR/Online,Donald Trump,REP,42.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
1000,lv,Online,Joseph R. Biden Jr.,DEM,53.0
1000,lv,Online,Donald Trump,REP,38.0
1000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
1000,lv,Online,Donald Trump,REP,37.0
1000,lv,Online,Jo Jorgensen,LIB,3.0
1000,lv,Online,Howie Hawkins,GRE,1.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,50.83
600,lv,Live Phone,Donald Trump,REP,44.67
400,lv,Live Phone/Online,Joseph R. Biden Jr.,DEM,46.0
400,lv,Live Phone/Online,Donald Trump,REP,48.0
826,rv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
826,rv,Live Phone,Donald Trump,REP,45.0
882,rv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
882,rv,Live Phone,Donald Trump,REP,44.0
739,a,Online,Joseph R. Biden Jr.,DEM,49.16
739,a,Online,Donald Trump,REP,43.28
652,rv,Online,Joseph R. Biden Jr.,DEM,49.78
652,rv,Online,Donald Trump,REP,43.97
1222,rv,Online,Joseph R. Biden Jr.,DEM,48.0
1222,rv,Online,Donald Trump,REP,41.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
919,lv,Online,Joseph R. Biden Jr.,DEM,43.0
919,lv,Online,Donald Trump,REP,42.0
919,lv,Online,Jo Jorgensen,LIB,2.0
919,lv,Online,Howie Hawkins,GRE,1.0
1121,lv,Online,Joseph R. Biden Jr.,DEM,48.0
1121,lv,Online,Donald Trump,REP,41.0
1121,lv,Online,Jo Jorgensen,LIB,1.0
1121,lv,Online,Howie Hawkins,GRE,1.0
1016,lv,Online,Joseph R. Biden Jr.,DEM,48.0
1016,lv,Online,Donald Trump,REP,41.0
1016,lv,Online,Jo Jorgensen,LIB,1.0
1016,lv,Online,Howie Hawkins,GRE,0.0
1016,lv,Online,Kanye West,IND,1.0
3744,rv,Online,Joseph R. Biden Jr.,DEM,46.0
3744,rv,Online,Donald Trump,REP,38.0
4430,a,Online,Joseph R. Biden Jr.,DEM,43.0
4430,a,Online,Donald Trump,REP,34.0
2500,lv,IVR/Online,Joseph R. Biden Jr.,DEM,47.0
2500,lv,IVR/Online,Donald Trump,REP,45.0
756,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
756,rv,Live Phone,Donald Trump,REP,40.0
776,rv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
776,rv,Live Phone,Donald Trump,REP,38.0
793,rv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
793,rv,Live Phone,Donald Trump,REP,39.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
2829,rv,Online,Joseph R. Biden Jr.,DEM,45.0
2829,rv,Online,Donald Trump,REP,38.0
797,rv,Online,Joseph R. Biden Jr.,DEM,55.0
797,rv,Online,Donald Trump,REP,23.0
880,rv,Live Phone,Joseph R. Biden Jr.,DEM,45.0
880,rv,Live Phone,Donald Trump,REP,44.0
750,lv,IVR/Online,Joseph R. Biden Jr.,DEM,44.76
750,lv,IVR/Online,Donald Trump,REP,49.45
924,rv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
924,rv,Live Phone,Donald Trump,REP,38.0
1057,a,Live Phone/Online,Joseph R. Biden Jr.,DEM,46.0
1057,a,Live Phone/Online,Donald Trump,REP,34.0
700,lv,IVR/Online,Joseph R. Biden Jr.,DEM,47.02
700,lv,IVR/Online,Donald Trump,REP,47.76
700,lv,IVR/Online,Joseph R. Biden Jr.,DEM,46.3
700,lv,IVR/Online,Donald Trump,REP,45.37
591,lv,Live Phone,Joseph R. Biden Jr.,DEM,45.0
591,lv,Live Phone,Donald Trump,REP,50.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
1000,rv,Online,Joseph R. Biden Jr.,DEM,55.0
1000,rv,Online,Donald Trump,REP,44.0
1117,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
1117,rv,Live Phone,Donald Trump,REP,38.0
31310,rv,Online,Joseph R. Biden Jr.,DEM,47.0
31310,rv,Online,Donald Trump,REP,40.0
800,lv,Live Phone,Joseph R. Biden Jr.,DEM,43.0
800,lv,Live Phone,Donald Trump,REP,50.0
725,lv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
725,lv,Live Phone,Donald Trump,REP,39.0
960,v,IVR/Text,Joseph R. Biden Jr.,DEM,49.0
960,v,IVR/Text,Donald Trump,REP,45.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
1023,lv,IVR,Joseph R. Biden Jr.,DEM,43.3
1023,lv,IVR,Donald Trump,REP,49.8
1023,lv,IVR,Jo Jorgensen,LIB,2.4
604,lv,IVR/Online,Joseph R. Biden Jr.,DEM,46.0
604,lv,IVR/Online,Donald Trump,REP,50.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
600,lv,Live Phone,Donald Trump,REP,42.0
750,lv,IVR/Online,Joseph R. Biden Jr.,DEM,50.0
750,lv,IVR/Online,Donald Trump,REP,46.0
750,lv,IVR/Online,Joseph R. Biden Jr.,DEM,51.0
750,lv,IVR/Online,Donald Trump,REP,46.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,52.5
600,lv,Live Phone,Donald Trump,REP,40.5
700,lv,IVR,Joseph R. Biden Jr.,DEM,45.52
700,lv,IVR,Donald Trump,REP,48.96
700,lv,IVR/Online,Joseph R. Biden Jr.,DEM,49.43
700,lv,IVR/Online,Donald Trump,REP,44.59
701,lv,IVR/Online,Joseph R. Biden Jr.,DEM,45.74
701,lv,IVR/Online,Donald Trump,REP,48.79
701,lv,IVR/Online,Joseph R. Biden Jr.,DEM,47.5
701,lv,IVR/Online,Donald Trump,REP,45.93
700,lv,IVR/Online,Joseph R. Biden Jr.,DEM,33.57
700,lv,IVR/Online,Donald Trump,REP,60.29
700,lv,IVR/Online,Joseph R. Biden Jr.,DEM,45.36
700,lv,IVR/Online,Donald Trump,REP,49.58
701,lv,IVR/Online,Joseph R. Biden Jr.,DEM,41.9
701,lv,IVR/Online,Donald Trump,REP,51.69
547,lv,IVR/Live Phone,Joseph R. Biden Jr.,DEM,47.7
547,lv,IVR/Live Phone,Donald Trump,REP,48.6
547,lv,IVR/Live Phone,Jo Jorgensen,LIB,0.5
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
1006,a,Live Phone,Joseph R. Biden Jr.,DEM,54.0
1006,a,Live Phone,Donald Trump,REP,39.0
845,rv,Live Phone,Joseph R. Biden Jr.,DEM,55.0
845,rv,Live Phone,Donald Trump,REP,40.0
673,lv,Live Phone,Joseph R. Biden Jr.,DEM,54.0
673,lv,Live Phone,Donald Trump,REP,44.0
1104,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
1104,rv,Live Phone,Donald Trump,REP,41.0
800,lv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
800,lv,Live Phone,Donald Trump,REP,43.0
1037,rv,Online,Joseph R. Biden Jr.,DEM,45.9
1037,rv,Online,Donald Trump,REP,41.7
961,rv,Online,Joseph R. Biden Jr.,DEM,47.0
961,rv,Online,Donald Trump,REP,37.0
1115,a,Online,Joseph R. Biden Jr.,DEM,43.0
1115,a,Online,Donald Trump,REP,36.0
3018,lv,IVR,Joseph R. Biden Jr.,DEM,50.4
3018,lv,IVR,Donald Trump,REP,44.4
1252,rv,Online,Joseph R. Biden Jr.,DEM,49.0
1252,rv,Online,Donald Trump,REP,40.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
1081,rv,Online,Joseph R. Biden Jr.,DEM,47.0
1081,rv,Online,Donald Trump,REP,39.0
2500,lv,IVR/Online,Joseph R. Biden Jr.,DEM,47.0
2500,lv,IVR/Online,Donald Trump,REP,44.0
529,lv,IVR/Online,Joseph R. Biden Jr.,DEM,53.0
529,lv,IVR/Online,Donald Trump,REP,43.0
873,rv,Online,Joseph R. Biden Jr.,DEM,45.0
873,rv,Online,Donald Trump,REP,49.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
401,rv,Live Phone,Joseph R. Biden Jr.,DEM,53.0
401,rv,Live Phone,Donald Trump,REP,40.0
401,lv,Live Phone,Joseph R. Biden Jr.,DEM,52.0
401,lv,Live Phone,Donald Trump,REP,42.0
401,lv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
401,lv,Live Phone,Donald Trump,REP,44.0
1273,rv,Live Phone,Joseph R. Biden Jr.,DEM,52.0
1273,rv,Live Phone,Donald Trump,REP,37.0
32514,rv,Online,Joseph R. Biden Jr.,DEM,47.0
32514,rv,Online,Donald Trump,REP,39.0
1258,lv,Online,Joseph R. Biden Jr.,DEM,51.0
1258,lv,Online,Donald Trump,REP,41.0
1258,lv,Online,Jo Jorgensen,LIB,3.0
1258,lv,Online,Howie Hawkins,GRE,2.0
345,lv,Online,Joseph R. Biden Jr.,DEM,51.0
345,lv,Online,Donald Trump,REP,45.0
1128,lv,Online,Joseph R. Biden Jr.,DEM,50.0
1128,lv,Online,Donald Trump,REP,43.0
824,lv,Online,Joseph R. Biden Jr.,DEM,48.0
824,lv,Online,Donald Trump,REP,42.0
655,lv,Online,Joseph R. Biden Jr.,DEM,47.0
655,lv,Online,Donald Trump,REP,46.0
743,lv,Online,Joseph R. Biden Jr.,DEM,50.0
743,lv,Online,Donald Trump,REP,42.0
601,lv,Online,Joseph R. Biden Jr.,DEM,48.0
601,lv,Online,Donald Trump,REP,42.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
900,rv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
900,rv,Live Phone,Donald Trump,REP,40.0
800,lv,Live Phone,Joseph R. Biden Jr.,DEM,41.0
800,lv,Live Phone,Donald Trump,REP,53.0
500,lv,Live Phone,Joseph R. Biden Jr.,DEM,51.2
500,lv,Live Phone,Donald Trump,REP,33.4
1200,rv,IVR/Online/Text,Joseph R. Biden Jr.,DEM,46.0
1200,rv,IVR/Online/Text,Donald Trump,REP,39.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
1224,v,IVR/Text,Joseph R. Biden Jr.,DEM,42.0
1224,v,IVR/Text,Donald Trump,REP,51.0
1041,v,IVR/Text,Joseph R. Biden Jr.,DEM,51.0
1041,v,IVR/Text,Donald Trump,REP,44.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
1087,lv,Online,Joseph R. Biden Jr.,DEM,46.0
1087,lv,Online,Donald Trump,REP,46.0
1206,lv,Online,Joseph R. Biden Jr.,DEM,48.0
1206,lv,Online,Donald Trump,REP,42.0
1185,lv,Online,Joseph R. Biden Jr.,DEM,45.0
1185,lv,Online,Donald Trump,REP,46.0
1853,lv,Online,Joseph R. Biden Jr.,DEM,48.0
1853,lv,Online,Donald Trump,REP,40.0
1853,lv,Online,Jo Jorgensen,LIB,1.0
1853,lv,Online,Howie Hawkins,GRE,1.0
1853,lv,Online,Joseph R. Biden Jr.,DEM,48.0
1853,lv,Online,Donald Trump,REP,39.0
1853,lv,Online,Kanye West,IND,2.0
1853,lv,Online,Jo Jorgensen,LIB,2.0
1853,lv,Online,Howie Hawkins,GRE,1.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
558,rv,Online,Joseph R. Biden Jr.,DEM,40.6
558,rv,Online,Donald Trump,REP,55.0
1000,lv,Online/Text,Joseph R. Biden Jr.,DEM,49.0
1000,lv,Online/Text,Donald Trump,REP,42.0
1081,v,IVR/Text,Joseph R. Biden Jr.,DEM,45.0
1081,v,IVR/Text,Donald Trump,REP,48.0
818,v,IVR/Text,Joseph R. Biden Jr.,DEM,50.0
818,v,IVR/Text,Donald Trump,REP,46.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
4983,rv,Online,Joseph R. Biden Jr.,DEM,49.0
4983,rv,Online,Donald Trump,REP,41.0
745,a,Online,Joseph R. Biden Jr.,DEM,51.87
745,a,Online,Donald Trump,REP,41.56
673,rv,Online,Joseph R. Biden Jr.,DEM,52.08
673,rv,Online,Donald Trump,REP,41.62
591,lv,IVR/Online,Joseph R. Biden Jr.,DEM,44.0
591,lv,IVR/Online,Donald Trump,REP,46.0
1114,a,Online,Joseph R. Biden Jr.,DEM,40.0
1114,a,Online,Donald Trump,REP,34.0
952,rv,Online,Joseph R. Biden Jr.,DEM,43.0
952,rv,Online,Donald Trump,REP,37.0
600,lv,IVR/Live Phone,Joseph R. Biden Jr.,DEM,49.0
600,lv,IVR/Live Phone,Donald Trump,REP,44.0
1500,lv,IVR/Online,Joseph R. Biden Jr.,DEM,50.0
1500,lv,IVR/Online,Donald Trump,REP,40.0
1165,rv,Online,Joseph R. Biden Jr.,DEM,49.0
1165,rv,Online,Donald Trump,REP,40.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
1909,rv,Live Phone/Online,Joseph R. Biden Jr.,DEM,46.0
1909,rv,Live Phone/Online,Donald Trump,REP,41.0
1677,lv,Live Phone/Online,Joseph R. Biden Jr.,DEM,48.0
1677,lv,Live Phone/Online,Donald Trump,REP,43.0
663,lv,Live Phone/Online,Joseph R. Biden Jr.,DEM,47.6
663,lv,Live Phone/Online,Donald Trump,REP,48.8
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
502,lv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
502,lv,Live Phone,Donald Trump,REP,44.0
33549,rv,Online,Joseph R. Biden Jr.,DEM,48.0
33549,rv,Online,Donald Trump,REP,39.0
933,rv,Online,Joseph R. Biden Jr.,DEM,43.0
933,rv,Online,Donald Trump,REP,39.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,43.0
1022,v,IVR/Text,Joseph R. Biden Jr.,DEM,53.0
1022,v,IVR/Text,Donald Trump,REP,42.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
513,lv,IVR/Online,Joseph R. Biden Jr.,DEM,45.0
513,lv,IVR/Online,Donald Trump,REP,48.0
1049,lv,Online,Joseph R. Biden Jr.,DEM,49.0
1049,lv,Online,Donald Trump,REP,40.0
1049,lv,Online,Jo Jorgensen,LIB,1.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
1072,lv,IVR,Joseph R. Biden Jr.,DEM,45.9
1072,lv,IVR,Donald Trump,REP,45.94
1062,lv,IVR,Joseph R. Biden Jr.,DEM,48.0
1062,lv,IVR,Donald Trump,REP,42.7
1187,rv,Online,Joseph R. Biden Jr.,DEM,45.0
1187,rv,Online,Donald Trump,REP,40.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
900,lv,Online,Joseph R. Biden Jr.,DEM,42.5
900,lv,Online,Donald Trump,REP,49.6
3249,rv,Online,Joseph R. Biden Jr.,DEM,50.0
3249,rv,Online,Donald Trump,REP,39.0
3249,rv,Online,Howie Hawkins,GRE,2.0
3249,rv,Online,Jacob Hornberger,LIB,2.0
840,v,IVR/Text,Joseph R. Biden Jr.,DEM,56.0
840,v,IVR/Text,Donald Trump,REP,39.0
1115,a,Online,Joseph R. Biden Jr.,DEM,43.0
1115,a,Online,Donald Trump,REP,34.0
943,rv,Online,Joseph R. Biden Jr.,DEM,46.0
943,rv,Online,Donald Trump,REP,38.0
1198,rv,Online,Joseph R. Biden Jr.,DEM,49.0
1198,rv,Online,Donald Trump,REP,40.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
1005,rv,Online,Joseph R. Biden Jr.,DEM,48.0
1005,rv,Online,Donald Trump,REP,40.0
733,rv,Live Phone,Joseph R. Biden Jr.,DEM,53.0
733,rv,Live Phone,Donald Trump,REP,41.0
359,rv,Live Phone,Joseph R. Biden Jr.,DEM,52.0
359,rv,Live Phone,Donald Trump,REP,39.0
359,rv,Live Phone,Jo Jorgensen,LIB,4.0
359,rv,Live Phone,Howie Hawkins,GRE,0.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,47.1
600,lv,Live Phone,Donald Trump,REP,45.4
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,43.0
1000,rv,Live Phone,Joseph R. Biden Jr.,DEM,53.3
1000,rv,Live Phone,Donald Trump,REP,41.0
1000,rv,Live Phone,Joseph R. Biden Jr.,DEM,45.9
1000,rv,Live Phone,Donald Trump,REP,37.2
1200,rv,Online,Joseph R. Biden Jr.,DEM,44.0
1200,rv,Online,Donald Trump,REP,48.0
1663,lv,Online,Joseph R. Biden Jr.,DEM,49.0
1663,lv,Online,Donald Trump,REP,41.0
311,lv,Online,Joseph R. Biden Jr.,DEM,51.0
311,lv,Online,Donald Trump,REP,44.0
951,lv,Online,Joseph R. Biden Jr.,DEM,50.0
951,lv,Online,Donald Trump,REP,45.0
699,lv,Online,Joseph R. Biden Jr.,DEM,48.0
699,lv,Online,Donald Trump,REP,43.0
468,lv,Online,Joseph R. Biden Jr.,DEM,51.0
468,lv,Online,Donald Trump,REP,44.0
760,lv,Online,Joseph R. Biden Jr.,DEM,50.0
760,lv,Online,Donald Trump,REP,44.0
502,lv,Online,Joseph R. Biden Jr.,DEM,51.0
502,lv,Online,Donald Trump,REP,43.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,51.0
12000,lv,Online,Donald Trump,REP,42.0
28722,rv,Online,Joseph R. Biden Jr.,DEM,47.0
28722,rv,Online,Donald Trump,REP,40.0
1000,lv,Online,Joseph R. Biden Jr.,DEM,55.0
1000,lv,Online,Donald Trump,REP,41.0
22501,lv,Online,Joseph R. Biden Jr.,DEM,47.0
22501,lv,Online,Donald Trump,REP,37.0
527,lv,IVR/Online,Joseph R. Biden Jr.,DEM,45.0
527,lv,IVR/Online,Donald Trump,REP,49.0
1237,v,IVR/Text,Joseph R. Biden Jr.,DEM,50.0
1237,v,IVR/Text,Donald Trump,REP,44.0
1200,rv,IVR/Online/Text,Joseph R. Biden Jr.,DEM,47.0
1200,rv,IVR/Online/Text,Donald Trump,REP,39.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,43.0
999,a,Online,Joseph R. Biden Jr.,DEM,40.9
999,a,Online,Donald Trump,REP,30.9
903,lv,Online,Joseph R. Biden Jr.,DEM,44.8
903,lv,Online,Donald Trump,REP,40.6
734,v,IVR/Text,Joseph R. Biden Jr.,DEM,49.0
734,v,IVR/Text,Donald Trump,REP,45.0
996,rv,IVR/Text,Joseph R. Biden Jr.,DEM,53.0
996,rv,IVR/Text,Donald Trump,REP,42.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
517,rv,Online,Joseph R. Biden Jr.,DEM,37.9
517,rv,Online,Donald Trump,REP,52.3
1244,rv,Online,Joseph R. Biden Jr.,DEM,47.0
1244,rv,Online,Donald Trump,REP,39.0
729,v,IVR/Text,Joseph R. Biden Jr.,DEM,48.0
729,v,IVR/Text,Donald Trump,REP,46.0
1021,lv,IVR,Joseph R. Biden Jr.,DEM,44.6
1021,lv,IVR,Donald Trump,REP,45.5
806,rv,Live Phone/Online,Joseph R. Biden Jr.,DEM,57.0
806,rv,Live Phone/Online,Donald Trump,REP,32.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
1149,rv,IVR/Online,Joseph R. Biden Jr.,DEM,45.1
1149,rv,IVR/Online,Donald Trump,REP,43.8
1515,rv,Live Phone,Joseph R. Biden Jr.,DEM,52.0
1515,rv,Live Phone,Donald Trump,REP,44.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
1215,lv,Online,Joseph R. Biden Jr.,DEM,52.0
1215,lv,Online,Donald Trump,REP,40.0
811,a,Online,Joseph R. Biden Jr.,DEM,51.51
811,a,Online,Donald Trump,REP,43.07
721,rv,Online,Joseph R. Biden Jr.,DEM,50.06
721,rv,Online,Donald Trump,REP,43.71
1157,v,IVR/Text,Joseph R. Biden Jr.,DEM,48.0
1157,v,IVR/Text,Donald Trump,REP,46.0
1115,a,Online,Joseph R. Biden Jr.,DEM,43.0
1115,a,Online,Donald Trump,REP,34.0
934,rv,Online,Joseph R. Biden Jr.,DEM,47.0
934,rv,Online,Donald Trump,REP,37.0
951,rv,Online,Joseph R. Biden Jr.,DEM,43.0
951,rv,Online,Donald Trump,REP,39.0
1230,rv,Online,Joseph R. Biden Jr.,DEM,49.0
1230,rv,Online,Donald Trump,REP,41.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
1010,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
1010,rv,Live Phone,Donald Trump,REP,40.0
1013,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
1013,rv,Live Phone,Donald Trump,REP,45.0
1012,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
1012,rv,Live Phone,Donald Trump,REP,45.0
1001,rv,Live Phone,Joseph R. Biden Jr.,DEM,45.0
1001,rv,Live Phone,Donald Trump,REP,44.0
715,lv,Live Phone,Joseph R. Biden Jr.,DEM,46.0
715,lv,Live Phone,Donald Trump,REP,41.0
12000,lv,Online,Joseph R. Biden Jr.,DEM,50.0
12000,lv,Online,Donald Trump,REP,42.0
800,rv,Live Phone,Joseph R. Biden Jr.,DEM,47.0
800,rv,Live Phone,Donald Trump,REP,38.0
1139,rv,Live Phone,Joseph R. Biden Jr.,DEM,46.0
1139,rv,Live Phone,Donald Trump,REP,45.0
