sample_size,population_full,methodology,end_date,Approve,Disapprove
1000,a,Online,5/17/2020,46.0,50.0
743,rv,Online,5/17/2020,47.0,51.0
1424,lv,Online,5/17/2020,46.0,54.0
2200,a,Online,5/17/2020,42.0,53.0
2200,a,Online,5/17/2020,40.0,56.0
1500,lv,IVR/Online,5/17/2020,48.0,51.0
1200,rv,IVR/Online/Text,5/16/2020,45.0,51.0
1000,a,Online,5/16/2020,43.0,51.0
727,rv,Online,5/16/2020,45.0,54.0
914,a,Online,5/16/2020,41.8,58.2
780,lv,Online,5/16/2020,42.7,57.3
1000,a,Online,5/15/2020,44.0,50.0
782,rv,Online,5/15/2020,44.0,54.0
1011,rv,Online,5/15/2020,41.0,57.0
2201,a,Online,5/15/2020,42.0,53.0
1992,rv,Online,5/15/2020,43.0,54.0
1854,rv,Online,5/14/2020,47.0,53.0
950,rv,Online,5/14/2020,50.0,50.0
1000,a,Online,5/14/2020,44.0,51.0
762,rv,Online,5/14/2020,45.0,53.0
1500,lv,IVR/Online,5/14/2020,49.0,50.0
1010,rv,Online,5/14/2020,42.0,56.0
1000,a,Online,5/13/2020,45.0,50.0
802,rv,Online,5/13/2020,43.0,55.0
1500,lv,IVR/Online,5/13/2020,48.0,51.0
1010,rv,Online,5/13/2020,43.0,55.0
1028,a,Live Phone,5/13/2020,49.0,48.0
1112,a,Online,5/12/2020,41.0,56.0
973,rv,Online,5/12/2020,41.0,57.0
1000,a,Online,5/12/2020,44.0,52.0
760,rv,Online,5/12/2020,44.0,54.0
1500,a,Online,5/12/2020,46.0,49.0
1175,rv,Online,5/12/2020,47.0,51.0
1500,lv,IVR/Online,5/12/2020,47.0,51.0
1009,rv,Online,5/12/2020,44.0,53.0
860,a,Online,5/12/2020,42.6,57.3
728,lv,Online,5/12/2020,46.3,53.7
1000,a,Online,5/11/2020,45.0,49.0
790,rv,Online,5/11/2020,47.0,51.0
1500,lv,IVR/Online,5/11/2020,46.0,52.0
1020,rv,Online,5/11/2020,45.0,53.0
1000,a,Online,5/10/2020,44.0,50.0
729,rv,Online,5/10/2020,43.0,54.0
2200,a,Online,5/10/2020,42.0,53.0
1994,rv,Online,5/10/2020,42.0,52.0
1112,a,Live Phone,5/10/2020,45.0,51.0
1001,rv,Live Phone,5/10/2020,46.0,51.0
1500,lv,IVR/Online,5/10/2020,48.0,50.0
1500,rv,Online,5/9/2020,42.0,45.0
1000,a,Online,5/9/2020,44.0,52.0
743,rv,Online,5/9/2020,44.0,54.0
2200,a,Online,5/9/2020,43.0,52.0
2200,a,Online,5/9/2020,42.0,54.0
4401,a,Online,5/9/2020,41.0,54.0
849,a,Online,5/9/2020,41.8,58.2
726,lv,Online,5/9/2020,47.9,52.1
1000,a,Online,5/8/2020,40.0,53.0
769,rv,Online,5/8/2020,41.0,58.0
1987,rv,Online,5/8/2020,42.0,54.0
2200,a,Online,5/8/2020,43.0,52.0
1994,rv,Online,5/8/2020,44.0,53.0
1022,rv,Online,5/8/2020,45.0,53.0
534,rv,Online,5/8/2020,44.0,55.0
1500,lv,IVR/Online,5/7/2020,49.0,49.0
1000,a,Online,5/7/2020,44.0,51.0
755,rv,Online,5/7/2020,44.0,52.0
1010,rv,Online,5/7/2020,43.0,55.0
957,rv,Online,5/6/2020,51.0,49.0
1000,a,Online,5/6/2020,44.0,52.0
827,rv,Online,5/6/2020,45.0,54.0
1500,lv,IVR/Online,5/6/2020,49.0,48.0
1014,rv,Online,5/6/2020,42.0,56.0
1215,a,Online,5/5/2020,42.0,53.0
1015,rv,Online,5/5/2020,45.0,53.0
1573,a,Online,5/5/2020,42.0,52.0
1000,a,Online,5/5/2020,45.0,48.0
784,rv,Online,5/5/2020,46.0,52.0
1500,a,Online,5/5/2020,47.0,47.0
1209,rv,Online,5/5/2020,46.0,51.0
1500,lv,IVR/Online,5/5/2020,49.0,49.0
1005,rv,Online,5/5/2020,44.0,55.0
880,a,Online,5/5/2020,42.1,57.9
758,lv,Online,5/5/2020,46.7,53.3
1000,a,Online,5/4/2020,45.0,51.0
780,rv,Online,5/4/2020,47.0,51.0
1500,lv,IVR/Online,5/4/2020,47.0,52.0
808,a,Live Phone,5/4/2020,43.0,51.0
739,rv,Live Phone,5/4/2020,44.0,51.0
1014,rv,Online,5/4/2020,46.0,52.0
1991,rv,Online,5/3/2020,44.0,53.0
1987,rv,Online,5/3/2020,42.0,52.0
1000,a,Online,5/3/2020,45.0,50.0
759,rv,Online,5/3/2020,44.0,53.0
1489,lv,Online,5/3/2020,46.0,54.0
2200,a,Online,5/3/2020,42.0,53.0
1500,lv,IVR/Online,5/3/2020,46.0,53.0
1000,a,Online,5/2/2020,46.0,48.0
715,rv,Online,5/2/2020,47.0,51.0
1200,rv,IVR/Online,5/2/2020,44.0,53.0
885,a,Online,5/2/2020,43.6,56.3
765,lv,Online,5/2/2020,47.6,52.5
1000,a,Online,5/1/2020,45.0,48.0
776,rv,Online,5/1/2020,47.0,50.0
2200,a,Online,5/1/2020,39.0,48.0
1022,rv,Online,5/1/2020,46.0,52.0
1993,rv,Online,4/30/2020,45.0,52.0
2201,a,Online,4/30/2020,43.0,51.0
1000,a,Online,4/30/2020,45.0,49.0
776,rv,Online,4/30/2020,46.0,53.0
1500,lv,IVR/Online,4/30/2020,45.0,53.0
1008,rv,Online,4/30/2020,45.0,53.0
2216,a,Online,4/29/2020,42.0,53.0
1876,rv,Online,4/29/2020,43.0,54.0
1500,lv,IVR/Online,4/29/2020,46.0,52.0
1000,a,Online,4/29/2020,43.0,54.0
789,rv,Online,4/29/2020,42.0,57.0
1225,a,Online,4/29/2020,44.0,44.0
948,rv,Online,4/29/2020,48.0,46.0
1004,rv,Online,4/29/2020,44.0,55.0
1000,rv,Live Phone,4/28/2020,42.0,49.0
1000,a,Online,4/28/2020,45.0,50.0
769,rv,Online,4/28/2020,43.0,54.0
1200,rv,IVR/Online,4/28/2020,41.12,49.63
1500,lv,IVR/Online,4/28/2020,46.0,52.0
1500,a,Online,4/28/2020,44.0,50.0
1222,rv,Online,4/28/2020,44.0,53.0
1012,rv,Online,4/28/2020,44.0,55.0
899,a,Online,4/28/2020,44.9,55.1
766,lv,Online,4/28/2020,49.0,51.0
1016,a,Live Phone,4/28/2020,49.0,47.0
1000,a,Online,4/27/2020,44.0,52.0
780,rv,Online,4/27/2020,47.0,52.0
1500,lv,IVR/Online,4/27/2020,44.0,54.0
1031,rv,Online,4/27/2020,44.0,55.0
2200,a,Online,4/26/2020,41.0,54.0
1984,rv,Online,4/26/2020,41.0,56.0
1000,a,Online,4/26/2020,41.0,53.0
723,rv,Online,4/26/2020,43.0,57.0
1991,rv,Online,4/26/2020,44.0,52.0
2200,a,Online,4/26/2020,44.0,50.0
1000,rv,Online,4/26/2020,42.0,54.0
2200,a,Online,4/26/2020,42.0,52.0
1500,lv,IVR/Online,4/26/2020,44.0,54.0
1000,a,Online,4/25/2020,44.0,49.0
772,rv,Online,4/25/2020,45.0,52.0
1000,rv,Live Phone,4/25/2020,43.3,53.4
924,a,Online,4/25/2020,44.9,55.1
784,lv,Online,4/25/2020,47.6,52.4
1403,rv,IVR/Text,4/24/2020,43.0,53.0
2200,a,Online,4/24/2020,44.0,51.0
1996,rv,Online,4/24/2020,45.0,52.0
1000,a,Online,4/24/2020,42.0,50.0
726,rv,Online,4/24/2020,45.0,51.0
1035,rv,Online,4/24/2020,42.0,56.0
1500,lv,IVR/Online,4/23/2020,45.0,54.0
1000,a,Online,4/23/2020,47.0,46.0
725,rv,Online,4/23/2020,47.0,51.0
1010,rv,Online,4/23/2020,42.0,55.0
1000,a,Online,4/22/2020,43.0,51.0
782,rv,Online,4/22/2020,46.0,52.0
1500,lv,IVR/Online,4/22/2020,44.0,55.0
1022,rv,Online,4/22/2020,42.0,55.0
1500,rv,Online,4/21/2020,43.0,45.0
1500,lv,IVR/Online,4/21/2020,44.0,55.0
1500,a,Online,4/21/2020,46.0,47.0
1144,rv,Online,4/21/2020,46.0,51.0
1000,a,Online,4/21/2020,44.0,51.0
789,rv,Online,4/21/2020,44.0,53.0
1000,rv,Online,4/21/2020,43.0,54.0
1000,lv,Online,4/21/2020,44.0,54.0
1012,rv,Online,4/21/2020,43.0,54.0
4429,a,Online,4/21/2020,42.0,52.0
3806,rv,Online,4/21/2020,43.0,54.0
964,a,Online,4/21/2020,44.9,55.0
829,lv,Online,4/21/2020,47.0,53.0
958,rv,Online,4/20/2020,50.0,50.0
1000,a,Online,4/20/2020,44.0,51.0
749,rv,Online,4/20/2020,45.0,54.0
1100,a,Live Phone,4/20/2020,41.0,55.0
990,rv,Live Phone,4/20/2020,41.0,55.0
1500,lv,IVR/Online,4/20/2020,44.0,55.0
1057,a,Live Phone/Online,4/20/2020,42.0,57.0
1000,lv,Online,4/20/2020,48.0,51.0
4400,a,Online,4/20/2020,44.0,51.0
1006,rv,Online,4/20/2020,44.0,54.0
1917,rv,Online,4/19/2020,45.0,52.0
1991,rv,Online,4/19/2020,44.0,51.0
1000,a,Online,4/19/2020,44.0,51.0
720,rv,Online,4/19/2020,45.0,53.0
1597,a,Online,4/19/2020,45.0,49.0
1995,rv,Online,4/19/2020,44.0,53.0
2200,a,Online,4/19/2020,44.0,51.0
1500,lv,IVR/Online,4/19/2020,46.0,53.0
1178,lv,Online,4/18/2020,45.0,55.0
1000,a,Online,4/18/2020,44.0,51.0
734,rv,Online,4/18/2020,44.0,53.0
2200,a,Online,4/18/2020,43.0,52.0
4400,a,Online,4/18/2020,43.0,52.0
870,a,Online,4/18/2020,43.7,56.3
745,lv,Online,4/18/2020,45.6,54.4
1000,a,Online,4/17/2020,43.0,51.0
743,rv,Online,4/17/2020,45.0,55.0
997,rv,Online,4/17/2020,43.0,55.0
2200,a,Online,4/16/2020,42.0,54.0
1992,rv,Online,4/16/2020,43.0,54.0
1000,a,Online,4/16/2020,42.0,53.0
749,rv,Online,4/16/2020,46.0,53.0
1500,lv,IVR/Online,4/16/2020,46.0,53.0
2394,rv,Online,4/16/2020,49.0,51.0
1011,rv,Online,4/16/2020,44.0,54.0
1500,lv,IVR/Online,4/15/2020,46.0,53.0
1000,a,Online,4/15/2020,46.0,49.0
719,rv,Online,4/15/2020,45.0,53.0
1349,lv,Online,4/15/2020,44.0,56.0
900,rv,Live Phone,4/15/2020,46.0,51.0
1015,rv,Online,4/15/2020,46.0,53.0
2000,a,Online,4/15/2020,43.0,46.0
6118,a,Online,4/15/2020,46.0,50.0
1111,a,Online,4/14/2020,45.0,51.0
937,rv,Online,4/14/2020,46.0,51.0
1000,a,Online,4/14/2020,46.0,51.0
766,rv,Online,4/14/2020,45.0,53.0
1500,a,Online,4/14/2020,46.0,48.0
1166,rv,Online,4/14/2020,45.0,53.0
1500,lv,IVR/Online,4/14/2020,45.0,54.0
1600,a,Online,4/14/2020,44.0,53.0
1004,rv,Online,4/14/2020,47.0,53.0
1003,rv,Online,4/14/2020,47.0,51.0
857,a,Online,4/14/2020,41.6,58.4
732,lv,Online,4/14/2020,45.9,54.1
1017,a,Live Phone,4/14/2020,43.0,54.0
1000,a,Online,4/13/2020,44.0,51.0
759,rv,Online,4/13/2020,44.0,54.0
2854,rv,Online,4/13/2020,48.0,52.0
1500,lv,IVR/Online,4/13/2020,44.0,55.0
1006,rv,Online,4/13/2020,46.0,52.0
1000,a,Online,4/12/2020,45.0,50.0
733,rv,Online,4/12/2020,44.0,54.0
2200,a,Online,4/12/2020,43.0,53.0
1987,rv,Online,4/12/2020,43.0,54.0
1990,rv,Online,4/12/2020,45.0,52.0
1500,lv,IVR/Online,4/12/2020,43.0,56.0
4917,a,Online,4/12/2020,44.0,53.0
1000,a,Online,4/11/2020,43.0,50.0
722,rv,Online,4/11/2020,43.0,54.0
2200,a,Online,4/11/2020,42.0,53.0
1200,rv,Live Phone/Online,4/11/2020,45.0,51.0
1997,rv,Online,4/10/2020,43.0,53.0
2200,a,Online,4/10/2020,40.0,54.0
1000,a,Online,4/10/2020,47.0,49.0
787,rv,Online,4/10/2020,47.0,51.0
1005,rv,Online,4/10/2020,46.0,51.0
501,lv,Online,4/10/2020,45.0,53.0
947,a,Online,4/10/2020,43.1,57.0
814,lv,Online,4/10/2020,48.2,51.8
1500,lv,IVR/Online,4/9/2020,43.0,56.0
2200,a,Online,4/9/2020,44.0,52.0
1000,a,Online,4/9/2020,43.0,51.0
750,rv,Online,4/9/2020,44.0,54.0
1018,rv,Online,4/9/2020,46.0,52.0
1000,a,Online,4/8/2020,42.0,51.0
775,rv,Online,4/8/2020,43.0,53.0
1500,lv,IVR/Online,4/8/2020,46.0,52.0
1022,rv,Online,4/8/2020,45.0,52.0
1116,a,Online,4/7/2020,40.0,55.0
959,rv,Online,4/7/2020,42.0,55.0
1566,a,Online,4/7/2020,41.0,51.0
1500,lv,IVR/Online,4/7/2020,47.0,52.0
1500,a,Online,4/7/2020,45.0,51.0
1147,rv,Online,4/7/2020,45.0,53.0
1000,a,Online,4/7/2020,43.0,50.0
793,rv,Online,4/7/2020,43.0,54.0
1107,rv,Live Phone,4/7/2020,49.0,49.0
857,a,Live Phone,4/7/2020,44.0,49.0
743,rv,Live Phone,4/7/2020,46.0,49.0
1007,rv,Online,4/7/2020,44.0,54.0
1002,a,Live Phone,4/6/2020,44.0,51.0
875,rv,Live Phone,4/6/2020,44.0,53.0
804,a,Live Phone,4/6/2020,46.0,43.0
1500,lv,IVR/Online,4/6/2020,47.0,51.0
2077,rv,Live Phone,4/6/2020,45.0,51.0
1003,rv,Online,4/6/2020,45.0,52.0
1000,a,Online,4/5/2020,43.0,51.0
743,rv,Online,4/5/2020,44.0,55.0
2200,a,Online,4/5/2020,43.0,52.0
1991,rv,Online,4/5/2020,43.0,54.0
1990,rv,Online,4/5/2020,44.0,54.0
1003,rv,Online,4/5/2020,46.0,54.0
1200,rv,IVR/Online,4/5/2020,45.0,52.0
1500,lv,IVR/Online,4/5/2020,44.0,53.0
1000,a,Online,4/4/2020,42.0,52.0
761,rv,Online,4/4/2020,44.0,54.0
1000,a,Online,4/4/2020,47.0,49.0
722,rv,Online,4/4/2020,45.0,53.0
2200,a,Online,4/4/2020,42.0,52.0
1124,a,Online,4/4/2020,44.4,55.5
937,lv,Online,4/4/2020,46.4,53.5
1000,a,Online,4/3/2020,43.0,52.0
1200,lv,Online,4/3/2020,45.0,55.0
933,rv,Online,4/3/2020,49.0,51.0
1000,a,Online,4/3/2020,45.0,50.0
751,rv,Online,4/3/2020,47.0,51.0
1000,rv,Live Phone,4/3/2020,44.0,46.0
997,rv,Online,4/3/2020,45.0,52.0
1000,a,Online,4/2/2020,45.0,52.0
761,rv,Online,4/2/2020,44.0,54.0
1500,lv,IVR/Online,4/2/2020,44.0,53.0
1008,rv,Online,4/2/2020,47.0,51.0
2200,a,Online,4/1/2020,42.0,52.0
1997,rv,Online,4/1/2020,43.0,53.0
1000,a,Online,4/1/2020,45.0,49.0
760,rv,Online,4/1/2020,47.0,52.0
1500,lv,IVR/Online,4/1/2020,48.0,50.0
1226,a,Online,4/1/2020,45.0,45.0
980,rv,Online,4/1/2020,47.0,46.0
1010,rv,Online,4/1/2020,47.0,51.0
1114,a,Online,3/31/2020,44.0,51.0
930,rv,Online,3/31/2020,46.0,52.0
1000,a,Online,3/31/2020,43.0,52.0
781,rv,Online,3/31/2020,46.0,53.0
1500,a,Online,3/31/2020,47.0,46.0
1194,rv,Online,3/31/2020,47.0,50.0
1500,lv,IVR/Online,3/31/2020,48.0,51.0
1000,a,Online,3/31/2020,46.0,51.0
768,rv,Online,3/31/2020,46.0,53.0
1017,rv,Online,3/31/2020,48.0,51.0
1000,a,Online,3/30/2020,45.0,49.0
741,rv,Online,3/30/2020,45.0,53.0
1009,a,Live Phone,3/30/2020,48.0,45.0
777,lv,Live Phone,3/30/2020,48.0,48.0
1500,lv,IVR/Online,3/30/2020,47.0,52.0
1017,rv,Online,3/30/2020,47.0,51.0
1226,a,Live Phone,3/30/2020,48.0,49.0
2000,a,Online,3/30/2020,49.0,51.0
2200,a,Online,3/29/2020,44.0,51.0
1997,rv,Online,3/29/2020,45.0,52.0
2200,a,Online,3/29/2020,45.0,50.0
2200,a,Online,3/29/2020,43.0,51.0
2200,a,Online,3/29/2020,45.0,51.0
1057,a,Live Phone/Online,3/29/2020,43.0,56.0
1213,lv,Online,3/29/2020,47.0,53.0
1500,lv,IVR/Online,3/29/2020,45.0,54.0
1000,a,Online,3/28/2020,43.0,51.0
746,rv,Online,3/28/2020,44.0,54.0
1187,a,Online,3/28/2020,44.0,56.0
1032,lv,Online,3/28/2020,47.2,52.8
1000,a,Online,3/27/2020,43.0,52.0
761,rv,Online,3/27/2020,44.0,56.0
1022,rv,Online,3/27/2020,46.0,52.0
1579,a,Online,3/26/2020,40.0,52.0
1170,rv,Online,3/26/2020,44.0,54.0
2200,a,Online,3/26/2020,46.0,48.0
1990,rv,Online,3/26/2020,47.0,50.0
1000,a,Online,3/26/2020,44.0,50.0
753,rv,Online,3/26/2020,44.0,53.0
1500,lv,IVR/Online,3/26/2020,46.0,52.0
2410,rv,Online,3/26/2020,48.0,52.0
889,lv,Online,3/26/2020,51.0,47.0
1005,rv,Online,3/26/2020,46.0,52.0
1000,lv,Online,3/26/2020,49.0,50.0
2200,a,Online,3/25/2020,43.0,52.0
1000,a,Online,3/25/2020,45.0,50.0
768,rv,Online,3/25/2020,46.0,52.0
1500,lv,IVR/Online,3/25/2020,46.0,52.0
1003,rv,Online,3/25/2020,46.0,52.0
1003,a,Live Phone,3/25/2020,48.0,46.0
845,rv,Live Phone,3/25/2020,49.0,47.0
1000,a,Online,3/24/2020,42.0,53.0
773,rv,Online,3/24/2020,45.0,54.0
1500,a,Online,3/24/2020,46.0,49.0
1170,rv,Online,3/24/2020,47.0,51.0
1500,lv,IVR/Online,3/24/2020,46.0,53.0
1012,rv,Online,3/24/2020,46.0,51.0
1011,rv,Live Phone,3/24/2020,48.0,51.0
1000,rv,Online,3/24/2020,45.0,54.0
1000,lv,Online,3/24/2020,44.0,54.0
11357,a,Online,3/24/2020,45.0,52.0
4428,a,Online,3/24/2020,44.0,52.0
3763,rv,Online,3/24/2020,45.0,52.0
10357,a,Online,3/24/2020,43.0,54.0
1002,rv,Online,3/23/2020,50.0,50.0
1000,a,Online,3/23/2020,46.0,48.0
755,rv,Online,3/23/2020,47.0,50.0
1038,rv,Online,3/23/2020,47.0,49.0
1500,lv,IVR/Online,3/23/2020,46.0,52.0
2023,a,Online,3/22/2020,54.0,46.0
1000,a,Online,3/22/2020,42.0,51.0
743,rv,Online,3/22/2020,45.0,54.0
2200,a,Online,3/22/2020,45.0,50.0
1996,rv,Online,3/22/2020,45.0,52.0
1500,lv,IVR/Online,3/22/2020,45.0,52.0
851,a,Live Phone,3/22/2020,46.0,48.0
754,rv,Live Phone,3/22/2020,48.0,48.0
1020,a,Live Phone,3/22/2020,49.0,45.0
1000,a,Online,3/21/2020,48.0,46.0
716,rv,Online,3/21/2020,46.0,51.0
2200,a,Online,3/21/2020,44.0,50.0
1000,a,Online,3/20/2020,46.0,50.0
800,rv,Online,3/20/2020,47.0,52.0
2006,a,Online,3/20/2020,45.0,49.0
1796,rv,Online,3/20/2020,45.0,51.0
1851,rv,Online,3/20/2020,45.0,53.0
2200,a,Online,3/20/2020,43.0,53.0
1100,rv,IVR/Online,3/19/2020,45.85,45.0
1000,a,Online,3/19/2020,47.0,48.0
797,rv,Online,3/19/2020,46.0,52.0
1500,lv,IVR/Online,3/19/2020,46.0,52.0
1100,a,Live Phone,3/19/2020,35.0,62.0
995,rv,Live Phone,3/19/2020,35.0,63.0
2019,a,Online,3/18/2020,53.0,47.0
1000,a,Online,3/18/2020,44.0,52.0
741,rv,Online,3/18/2020,47.0,53.0
1500,lv,IVR/Online,3/18/2020,47.0,52.0
1115,a,Online,3/17/2020,42.0,53.0
978,rv,Online,3/17/2020,43.0,54.0
1000,a,Online,3/17/2020,45.0,51.0
775,rv,Online,3/17/2020,47.0,52.0
1500,lv,IVR/Online,3/17/2020,46.0,53.0
1500,a,Online,3/17/2020,44.0,52.0
1129,rv,Online,3/17/2020,44.0,54.0
1000,a,Online,3/16/2020,41.0,52.0
765,rv,Online,3/16/2020,45.0,54.0
1986,rv,Online,3/16/2020,43.0,54.0
2198,a,Online,3/16/2020,42.0,54.0
1500,lv,IVR/Online,3/16/2020,46.0,53.0
2050,a,Online,3/15/2020,49.0,51.0
1000,a,Online,3/15/2020,41.0,52.0
725,rv,Online,3/15/2020,46.0,53.0
1000,rv,Online,3/15/2020,47.0,51.0
1015,rv,Online,3/15/2020,47.0,53.0
2200,a,Online,3/15/2020,42.0,53.0
1500,lv,IVR/Online,3/15/2020,47.0,52.0
835,a,Live Phone,3/14/2020,43.0,50.0
784,rv,Live Phone,3/14/2020,43.0,50.0
1000,a,Online,3/14/2020,42.0,51.0
742,rv,Online,3/14/2020,43.0,54.0
2200,a,Online,3/14/2020,43.0,52.0
2201,a,Online,3/13/2020,40.0,55.0
1000,a,Online,3/13/2020,42.0,51.0
761,rv,Online,3/13/2020,44.0,53.0
900,rv,Live Phone,3/13/2020,46.0,51.0
1000,rv,Live Phone,3/13/2020,42.0,51.0
1019,a,Live Phone,3/13/2020,44.0,52.0
1000,a,Online,3/12/2020,43.0,52.0
738,rv,Online,3/12/2020,43.0,55.0
1252,a,Online,3/12/2020,44.0,48.0
1500,lv,IVR/Online,3/12/2020,49.0,50.0
1500,lv,Online,3/12/2020,49.0,51.1
1635,a,Online,3/11/2020,40.0,52.0
1000,a,Online,3/11/2020,41.0,51.0
755,rv,Online,3/11/2020,44.0,54.0
1500,lv,IVR/Online,3/11/2020,48.0,50.0
1541,lv,Online,3/11/2020,45.0,55.0
1113,a,Online,3/10/2020,40.0,55.0
961,rv,Online,3/10/2020,42.0,54.0
1500,a,Online,3/10/2020,44.0,48.0
1191,rv,Online,3/10/2020,45.0,52.0
1500,lv,IVR/Online,3/10/2020,47.0,52.0
1000,a,Online,3/9/2020,43.0,51.0
743,rv,Online,3/9/2020,45.0,53.0
1001,rv,Online,3/9/2020,46.0,54.0
1000,a,Online,3/9/2020,41.0,52.0
730,rv,Online,3/9/2020,45.0,55.0
2200,a,Online,3/9/2020,42.0,53.0
1992,rv,Online,3/9/2020,43.0,54.0
1500,lv,IVR/Online,3/9/2020,48.0,51.0
1000,a,Online,3/8/2020,44.0,50.0
712,rv,Online,3/8/2020,45.0,53.0
1992,rv,Online,3/8/2020,44.0,53.0
1000,rv,Online,3/8/2020,41.0,56.0
1261,rv,Live Phone,3/8/2020,41.0,54.0
1500,lv,IVR/Online,3/8/2020,48.0,51.0
1000,a,Online,3/7/2020,42.0,52.0
722,rv,Online,3/7/2020,44.0,55.0
1998,rv,Online,3/7/2020,42.0,56.0
2200,a,Online,3/7/2020,42.0,53.0
1211,a,Live Phone,3/7/2020,43.0,53.0
1084,rv,Live Phone,3/7/2020,45.0,52.0
1000,a,Online,3/6/2020,41.0,51.0
755,rv,Online,3/6/2020,44.0,55.0
1000,a,Online,3/5/2020,43.0,50.0
763,rv,Online,3/5/2020,45.0,53.0
1500,lv,IVR/Online,3/5/2020,47.0,51.0
1990,rv,Online,3/5/2020,45.0,52.0
2200,a,Online,3/5/2020,42.0,53.0
1990,rv,Online,3/4/2020,41.0,57.0
1002,a,Online,3/4/2020,42.0,55.0
1500,lv,IVR/Online,3/4/2020,48.0,50.0
1000,a,Online,3/4/2020,43.0,51.0
750,rv,Online,3/4/2020,45.0,53.0
1115,a,Online,3/3/2020,42.0,53.0
943,rv,Online,3/3/2020,44.0,54.0
866,rv,IVR,3/3/2020,41.0,55.0
1500,lv,IVR/Online,3/3/2020,48.0,49.0
1500,a,Online,3/3/2020,41.0,48.0
1134,rv,Online,3/3/2020,44.0,53.0
1000,a,Online,3/3/2020,41.0,51.0
732,rv,Online,3/3/2020,43.0,54.0
1000,a,Online,3/3/2020,43.0,51.0
790,rv,Online,3/3/2020,45.0,53.0
1500,lv,IVR/Online,3/2/2020,47.0,51.0
1995,rv,Online,3/1/2020,42.0,56.0
2200,a,Online,3/1/2020,43.0,52.0
2201,a,Online,3/1/2020,43.0,52.0
1997,rv,Online,3/1/2020,44.0,54.0
1992,rv,Online,3/1/2020,44.0,53.0
1000,a,Online,3/1/2020,38.0,53.0
769,rv,Online,3/1/2020,43.0,56.0
2200,a,Online,3/1/2020,43.0,52.0
1500,lv,IVR/Online,3/1/2020,46.0,52.0
1000,a,Online,2/29/2020,43.0,50.0
749,rv,Online,2/29/2020,46.0,53.0
901,a,Live Phone,2/29/2020,41.0,54.0
839,rv,Live Phone,2/29/2020,42.0,53.0
1000,a,Online,2/28/2020,41.0,50.0
760,rv,Online,2/28/2020,45.0,53.0
2592,rv,Online,2/28/2020,47.0,53.0
1020,a,Live Phone,2/28/2020,47.0,51.0
1662,rv,Online,2/27/2020,44.0,55.0
1500,lv,IVR/Online,2/27/2020,47.0,52.0
1000,a,Online,2/27/2020,41.0,53.0
840,rv,Online,2/27/2020,42.0,55.0
2200,a,Online,2/26/2020,42.0,53.0
1994,rv,Online,2/26/2020,43.0,55.0
1500,lv,IVR/Online,2/26/2020,52.0,47.0
1000,rv,Live Phone,2/26/2020,47.0,52.0
1000,a,Online,2/25/2020,41.0,51.0
748,rv,Online,2/25/2020,43.0,56.0
1500,a,Online,2/25/2020,42.0,50.0
1184,rv,Online,2/25/2020,44.0,53.0
1500,lv,IVR/Online,2/25/2020,51.0,48.0
1000,a,Online,2/25/2020,42.0,51.0
807,rv,Online,2/25/2020,47.0,51.0
4439,a,Online,2/25/2020,42.0,54.0
3809,rv,Online,2/25/2020,43.0,55.0
1000,a,Online,2/24/2020,40.0,52.0
719,rv,Online,2/24/2020,42.0,56.0
1500,lv,IVR/Online,2/24/2020,52.0,47.0
1989,rv,Online,2/23/2020,42.0,55.0
1992,rv,Online,2/23/2020,45.0,52.0
2200,a,Online,2/23/2020,41.0,55.0
1000,a,Online,2/23/2020,40.0,50.0
740,rv,Online,2/23/2020,44.0,53.0
6600,a,Online,2/23/2020,41.0,55.0
5969,rv,Online,2/23/2020,42.0,55.0
1500,lv,IVR/Online,2/23/2020,49.0,50.0
1000,a,Online,2/22/2020,41.0,50.0
681,rv,Online,2/22/2020,43.0,54.0
1000,a,Online,2/22/2020,44.3,53.7
1000,a,Online,2/21/2020,41.0,53.0
732,rv,Online,2/21/2020,42.0,56.0
1000,a,Online,2/20/2020,41.0,52.0
775,rv,Online,2/20/2020,43.0,54.0
1500,lv,IVR/Online,2/20/2020,49.0,51.0
1100,a,Live Phone,2/20/2020,37.0,59.0
993,rv,Live Phone,2/20/2020,36.0,60.0
1113,a,Online,2/19/2020,41.0,56.0
951,rv,Online,2/19/2020,43.0,55.0
1000,a,Online,2/19/2020,44.0,49.0
732,rv,Online,2/19/2020,46.0,52.0
1500,lv,IVR/Online,2/19/2020,49.0,50.0
1250,rv,IVR/Online,2/18/2020,48.0,44.3
1500,lv,IVR/Online,2/18/2020,50.0,49.0
1500,a,Online,2/18/2020,40.0,52.0
1150,rv,Online,2/18/2020,43.0,54.0
1000,a,Online,2/18/2020,42.0,48.0
785,rv,Online,2/18/2020,45.0,52.0
1207,a,Live Phone,2/18/2020,42.0,54.0
1000,a,Online,2/17/2020,42.0,52.0
753,rv,Online,2/17/2020,44.0,54.0
1990,rv,Online,2/17/2020,42.0,54.0
900,rv,Live Phone,2/17/2020,47.0,50.0
1066,a,Live Phone,2/17/2020,43.0,53.0
913,rv,Live Phone,2/17/2020,46.0,52.0
1200,rv,Online,2/17/2020,45.0,53.0
1500,lv,IVR/Online,2/17/2020,50.0,49.0
2768,rv,Online,2/17/2020,44.0,52.0
1000,rv,Live Phone,2/16/2020,41.0,51.0
